id,LAI1,POP1,POP1_2,xcoord,ycoord
"98",5.53846120834351,1.05285906791687,1.05285906791687,-76.3441716949997,3.602973268
"99",5.53846120834351,1.10006284713745,1.10006284713745,-76.3423698929997,3.602973268
"100",5.53846120834351,1.09688913822174,1.09688913822174,-76.3405680909997,3.602973268
"101",5.53846120834351,1.11749565601349,1.11749565601349,-76.3387662889997,3.602973268
"102",5.53846120834351,1.18470466136932,1.18470466136932,-76.3369644869997,3.602973268
"103",5.53846120834351,1.23088848590851,1.23088848590851,-76.3351626849997,3.602973268
"104",4.61538457870483,1.19981789588928,1.19981789588928,-76.3333608829997,3.602973268
"105",4.61538457870483,1.16570854187012,1.16570854187012,-76.3315590809997,3.602973268
"106",4.30769205093384,1.16688275337219,1.16688275337219,-76.3297572789997,3.602973268
"107",4.30769205093384,1.12204885482788,1.12204885482788,-76.3279554769997,3.602973268
"108",4.30769205093384,1.02567279338837,1.02567279338837,-76.3261536749997,3.602973268
"109",4.61538457870483,0.983317852020264,0.983317852020264,-76.3243518729997,3.602973268
"110",4.61538457870483,0.923239946365356,0.923239946365356,-76.3225500709997,3.602973268
"111",3.69230771064758,0.937600076198578,0.937600076198578,-76.3207482689997,3.602973268
"112",3.69230771064758,1.03211998939514,1.03211998939514,-76.3189464669997,3.602973268
"113",4.61538457870483,1.07321953773499,1.07321953773499,-76.3171446649997,3.602973268
"114",4.61538457870483,1.08146595954895,1.08146595954895,-76.3153428629997,3.602973268
"115",4.61538457870483,1.10184371471405,1.10184371471405,-76.3135410609997,3.602973268
"116",4,1.17197942733765,1.17197942733765,-76.3117392589997,3.602973268
"117",4,1.20544195175171,1.20544195175171,-76.3099374569997,3.602973268
"118",2.76923060417175,1.19385290145874,1.19385290145874,-76.3081356549997,3.602973268
"119",2.76923060417175,1.15471208095551,1.15471208095551,-76.3063338529997,3.602973268
"120",3.07692313194275,1.11671662330627,1.11671662330627,-76.3045320509997,3.602973268
"121",3.07692313194275,1.09549248218536,1.09549248218536,-76.3027302489997,3.602973268
"122",3.07692313194275,1.11259090900421,1.11259090900421,-76.3009284469997,3.602973268
"123",3.38461542129517,1.10670757293701,1.10670757293701,-76.2991266449997,3.602973268
"124",3.38461542129517,1.12336313724518,1.12336313724518,-76.2973248429997,3.602973268
"125",3.69230771064758,1.19404458999634,1.19404458999634,-76.2955230409997,3.602973268
"126",3.69230771064758,1.29366302490234,1.29366302490234,-76.2937212389997,3.602973268
"127",4.61538457870483,1.45954549312592,1.45954549312592,-76.2919194369996,3.602973268
"128",4.61538457870483,1.59447932243347,1.59447932243347,-76.2901176349996,3.602973268
"129",4.61538457870483,1.68952894210815,1.68952894210815,-76.2883158329996,3.602973268
"130",3.69230771064758,2.08065676689148,2.08065676689148,-76.2865140309996,3.602973268
"131",3.69230771064758,3.47282576560974,3.47282576560974,-76.2847122289996,3.602973268
"132",3.69230771064758,4.55998277664185,4.55998277664185,-76.2829104269996,3.602973268
"133",3.69230771064758,7.20035743713379,7.20035743713379,-76.2811086249996,3.602973268
"134",3.69230771064758,8.5577917098999,8.5577917098999,-76.2793068229996,3.602973268
"135",3.69230771064758,9.83484935760498,9.83484935760498,-76.2775050209996,3.602973268
"136",3.07692313194275,14.7836208343506,14.7836208343506,-76.2757032189996,3.602973268
"137",3.07692313194275,13.847617149353,13.847617149353,-76.2739014169996,3.602973268
"138",3.07692313194275,14.1992492675781,14.1992492675781,-76.2720996149996,3.602973268
"139",3.07692313194275,11.8305854797363,11.8305854797363,-76.2702978129996,3.602973268
"140",3.07692313194275,9.54883098602295,9.54883098602295,-76.2684960109996,3.602973268
"141",3.69230771064758,9.28815841674805,9.28815841674805,-76.2666942089996,3.602973268
"142",3.69230771064758,9.13818168640137,9.13818168640137,-76.2648924069996,3.602973268
"143",3.69230771064758,5.73743295669556,5.73743295669556,-76.2630906049996,3.602973268
"144",3.69230771064758,4.79349088668823,4.79349088668823,-76.2612888029996,3.602973268
"145",3.69230771064758,3.65779232978821,3.65779232978821,-76.2594870009996,3.602973268
"146",4.30769205093384,3.26248335838318,3.26248335838318,-76.2576851989996,3.602973268
"147",4.30769205093384,3.68339037895203,3.68339037895203,-76.2558833969996,3.602973268
"148",4.30769205093384,3.82021689414978,3.82021689414978,-76.2540815949996,3.602973268
"149",4.30769205093384,3.82591843605042,3.82591843605042,-76.2522797929996,3.602973268
"150",4.30769205093384,4.23526096343994,4.23526096343994,-76.2504779909996,3.602973268
"151",4.30769205093384,3.8778977394104,3.8778977394104,-76.2486761889996,3.602973268
"152",4.30769205093384,3.39924216270447,3.39924216270447,-76.2468743869996,3.602973268
"153",4.30769205093384,3.30207228660583,3.30207228660583,-76.2450725849996,3.602973268
"154",4.30769205093384,1.49618816375732,1.49618816375732,-76.2432707829996,3.602973268
"155",5.53846120834351,1.44223964214325,1.44223964214325,-76.2414689809996,3.602973268
"156",5.53846120834351,1.41914522647858,1.41914522647858,-76.2396671789996,3.602973268
"157",7.07692289352417,1.30057442188263,1.30057442188263,-76.2378653769996,3.602973268
"158",7.07692289352417,1.19178032875061,1.19178032875061,-76.2360635749996,3.602973268
"159",7.07692289352417,1.09690189361572,1.09690189361572,-76.2342617729996,3.602973268
"160",8.307692527771,1.08789968490601,1.08789968490601,-76.2324599709996,3.602973268
"161",8.307692527771,1.04012334346771,1.04012334346771,-76.2306581689996,3.602973268
"162",7.38461542129517,1.04856014251709,1.04856014251709,-76.2288563669996,3.602973268
"163",7.38461542129517,1.07553970813751,1.07553970813751,-76.2270545649995,3.602973268
"164",7.38461542129517,1.14067101478577,1.14067101478577,-76.2252527629995,3.602973268
"165",7.38461542129517,1.14212167263031,1.14212167263031,-76.2234509609995,3.602973268
"166",7.38461542129517,0.990763187408447,0.990763187408447,-76.2216491589995,3.602973268
"167",6.46153831481934,0.980977416038513,0.980977416038513,-76.2198473569995,3.602973268
"168",6.46153831481934,0.907617449760437,0.907617449760437,-76.2180455549995,3.602973268
"169",7.07692289352417,0.906188011169434,0.906188011169434,-76.2162437529995,3.602973268
"170",7.07692289352417,0.893163859844208,0.893163859844208,-76.2144419509995,3.602973268
"171",7.07692289352417,0.894087374210358,0.894087374210358,-76.2126401489995,3.602973268
"172",7.07692289352417,0.888594031333923,0.888594031333923,-76.2108383469995,3.602973268
"173",7.07692289352417,1.03558111190796,1.03558111190796,-76.2090365449995,3.602973268
"174",7.07692289352417,1.12758111953735,1.12758111953735,-76.2072347429995,3.602973268
"175",7.07692289352417,1.74996507167816,1.74996507167816,-76.2054329409995,3.602973268
"176",5.53846120834351,2.09124374389648,2.09124374389648,-76.2036311389995,3.602973268
"177",5.53846120834351,3.00824904441833,3.00824904441833,-76.2018293369995,3.602973268
"178",5.53846120834351,3.36449146270752,3.36449146270752,-76.2000275349995,3.602973268
"179",5.53846120834351,3.48029065132141,3.48029065132141,-76.1982257329995,3.602973268
"180",4.92307710647583,2.71230864524841,2.71230864524841,-76.1964239309995,3.602973268
"181",4.92307710647583,2.57149648666382,2.57149648666382,-76.1946221289995,3.602973268
"182",4.92307710647583,1.0779675245285,1.0779675245285,-76.1928203269995,3.602973268
"183",4,0.988054752349854,0.988054752349854,-76.1910185249995,3.602973268
"184",4,0.750414609909058,0.750414609909058,-76.1892167229995,3.602973268
"185",4,0.723195850849152,0.723195850849152,-76.1874149209995,3.602973268
"186",4,0.661176919937134,0.661176919937134,-76.1856131189995,3.602973268
"187",3.07692313194275,0.546837687492371,0.546837687492371,-76.1838113169995,3.602973268
"188",3.07692313194275,0.588626801967621,0.588626801967621,-76.1820095149995,3.602973268
"189",3.07692313194275,0.526546955108643,0.526546955108643,-76.1802077129995,3.602973268
"190",3.07692313194275,0.531665563583374,0.531665563583374,-76.1784059109995,3.602973268
"191",3.07692313194275,0.496228367090225,0.496228367090225,-76.1766041089995,3.602973268
"192",2.76923060417175,0.509059607982635,0.509059607982635,-76.1748023069995,3.602973268
"193",2.76923060417175,0.526728391647339,0.526728391647339,-76.1730005049995,3.602973268
"194",3.07692313194275,0.49026158452034,0.49026158452034,-76.1711987029995,3.602973268
"195",3.07692313194275,0.491611212491989,0.491611212491989,-76.1693969009995,3.602973268
"196",3.07692313194275,0.477651178836823,0.477651178836823,-76.1675950989995,3.602973268
"197",3.07692313194275,0.447764933109283,0.447764933109283,-76.1657932969995,3.602973268
"198",3.07692313194275,0.431284070014954,0.431284070014954,-76.1639914949995,3.602973268
"199",2.46153855323792,0.425721108913422,0.425721108913422,-76.1621896929994,3.602973268
"200",2.46153855323792,0.42489019036293,0.42489019036293,-76.1603878909994,3.602973268
"201",2.46153855323792,0.390953451395035,0.390953451395035,-76.1585860889994,3.602973268
"202",2.46153855323792,0.397166877985001,0.397166877985001,-76.1567842869994,3.602973268
"203",2.46153855323792,0.391794830560684,0.391794830560684,-76.1549824849994,3.602973268
"204",2.46153855323792,0.393279701471329,0.393279701471329,-76.1531806829994,3.602973268
"205",2.46153855323792,0.376674145460129,0.376674145460129,-76.1513788809994,3.602973268
"206",2.15384602546692,0.359739303588867,0.359739303588867,-76.1495770789994,3.602973268
"207",2.15384602546692,0.350937783718109,0.350937783718109,-76.1477752769994,3.602973268
"208",2.76923060417175,0.358521848917007,0.358521848917007,-76.1459734749994,3.602973268
"209",2.76923060417175,0.359107851982117,0.359107851982117,-76.1441716729994,3.602973268
"210",2.76923060417175,0.378494471311569,0.378494471311569,-76.1423698709994,3.602973268
"211",2.46153855323792,0.363181620836258,0.363181620836258,-76.1405680689994,3.602973268
"212",2.46153855323792,0.334699153900146,0.334699153900146,-76.1387662669994,3.602973268
"213",3.07692313194275,0.332073092460632,0.332073092460632,-76.1369644649994,3.602973268
"214",3.07692313194275,0.339698940515518,0.339698940515518,-76.1351626629994,3.602973268
"215",3.69230771064758,0.327189803123474,0.327189803123474,-76.1333608609994,3.602973268
"216",3.69230771064758,0.314964652061462,0.314964652061462,-76.1315590589994,3.602973268
"217",3.69230771064758,0.31160044670105,0.31160044670105,-76.1297572569994,3.602973268
"218",4.92307710647583,0.310864567756653,0.310864567756653,-76.1279554549994,3.602973268
"219",4.92307710647583,0.305528104305267,0.305528104305267,-76.1261536529994,3.602973268
"220",5.53846120834351,0.310120314359665,0.310120314359665,-76.1243518509994,3.602973268
"221",5.53846120834351,0.303115427494049,0.303115427494049,-76.1225500489994,3.602973268
"222",6.76923084259033,0.318683624267578,0.318683624267578,-76.1207482469994,3.602973268
"223",6.76923084259033,0.312231510877609,0.312231510877609,-76.1189464449994,3.602973268
"224",6.76923084259033,0.27411949634552,0.27411949634552,-76.1171446429994,3.602973268
"225",7.38461542129517,0.256076484918594,0.256076484918594,-76.1153428409994,3.602973268
"226",7.38461542129517,0.251534849405289,0.251534849405289,-76.1135410389994,3.602973268
"227",7.38461542129517,0.240638121962547,0.240638121962547,-76.1117392369994,3.602973268
"228",7.38461542129517,0.215168699622154,0.215168699622154,-76.1099374349994,3.602973268
"229",3.69230771064758,2.01568126678467,2.01568126678467,-76.520748291,3.601171466
"230",3.69230771064758,2.19745492935181,2.19745492935181,-76.518946489,3.601171466
"231",4,2.25396990776062,2.25396990776062,-76.517144687,3.601171466
"232",4,2.12957882881165,2.12957882881165,-76.515342885,3.601171466
"233",3.38461542129517,2.22705364227295,2.22705364227295,-76.513541083,3.601171466
"234",3.38461542129517,2.26110625267029,2.26110625267029,-76.511739281,3.601171466
"235",3.38461542129517,2.34885144233704,2.34885144233704,-76.509937479,3.601171466
"236",4.30769205093384,2.51427578926086,2.51427578926086,-76.508135677,3.601171466
"237",4.30769205093384,2.61435389518738,2.61435389518738,-76.506333875,3.601171466
"238",4.92307710647583,2.55966210365295,2.55966210365295,-76.504532073,3.601171466
"239",4.92307710647583,2.75446486473083,2.75446486473083,-76.502730271,3.601171466
"240",4,2.94511866569519,2.94511866569519,-76.500928469,3.601171466
"241",4,3.06037926673889,3.06037926673889,-76.499126667,3.601171466
"242",4,3.72804832458496,3.72804832458496,-76.497324865,3.601171466
"243",4,4.09026050567627,4.09026050567627,-76.495523063,3.601171466
"244",4,7.91914319992065,7.91914319992065,-76.493721261,3.601171466
"245",4.30769205093384,7.76335430145264,7.76335430145264,-76.491919459,3.601171466
"246",4.30769205093384,8.55324077606201,8.55324077606201,-76.490117657,3.601171466
"247",4,11.6279764175415,11.6279764175415,-76.488315855,3.601171466
"248",4,14.1539573669434,14.1539573669434,-76.486514053,3.601171466
"249",4,14.2286853790283,14.2286853790283,-76.4847122509999,3.601171466
"250",3.38461542129517,10.1924867630005,10.1924867630005,-76.4829104489999,3.601171466
"251",3.38461542129517,4.89561080932617,4.89561080932617,-76.4811086469999,3.601171466
"252",3.38461542129517,4.7479829788208,4.7479829788208,-76.4793068449999,3.601171466
"253",3.38461542129517,4.10489892959595,4.10489892959595,-76.4775050429999,3.601171466
"254",3.69230771064758,2.88658237457275,2.88658237457275,-76.4757032409999,3.601171466
"255",3.69230771064758,2.68874526023865,2.68874526023865,-76.4739014389999,3.601171466
"256",3.69230771064758,2.88767313957214,2.88767313957214,-76.4720996369999,3.601171466
"257",3.69230771064758,2.73767518997192,2.73767518997192,-76.4702978349999,3.601171466
"258",3.69230771064758,2.71039485931396,2.71039485931396,-76.4684960329999,3.601171466
"259",4.92307710647583,2.36400723457336,2.36400723457336,-76.4666942309999,3.601171466
"260",4.92307710647583,2.48640394210815,2.48640394210815,-76.4648924289999,3.601171466
"261",6.76923084259033,2.54932165145874,2.54932165145874,-76.4630906269999,3.601171466
"262",6.76923084259033,2.95891928672791,2.95891928672791,-76.4612888249999,3.601171466
"263",6.76923084259033,2.82944202423096,2.82944202423096,-76.4594870229999,3.601171466
"264",6.1538462638855,2.86466574668884,2.86466574668884,-76.4576852209999,3.601171466
"265",6.1538462638855,2.33681321144104,2.33681321144104,-76.4558834189999,3.601171466
"266",5.23076915740967,2.09354734420776,2.09354734420776,-76.4540816169999,3.601171466
"267",5.23076915740967,2.8962345123291,2.8962345123291,-76.4522798149999,3.601171466
"268",5.23076915740967,2.54185795783997,2.54185795783997,-76.4504780129999,3.601171466
"269",5.23076915740967,2.2122585773468,2.2122585773468,-76.4486762109999,3.601171466
"270",5.23076915740967,2.27828979492188,2.27828979492188,-76.4468744089999,3.601171466
"271",4.61538457870483,2.18591523170471,2.18591523170471,-76.4450726069999,3.601171466
"272",4.61538457870483,2.1913959980011,2.1913959980011,-76.4432708049999,3.601171466
"273",4.61538457870483,2.25431728363037,2.25431728363037,-76.4414690029999,3.601171466
"274",4.61538457870483,2.34004187583923,2.34004187583923,-76.4396672009999,3.601171466
"275",4.30769205093384,2.56381106376648,2.56381106376648,-76.4378653989999,3.601171466
"276",4.30769205093384,2.65710496902466,2.65710496902466,-76.4360635969999,3.601171466
"277",4.30769205093384,3.05928659439087,3.05928659439087,-76.4342617949999,3.601171466
"278",4.30769205093384,3.19173717498779,3.19173717498779,-76.4324599929999,3.601171466
"279",4.30769205093384,3.38247847557068,3.38247847557068,-76.4306581909999,3.601171466
"280",5.23076915740967,3.4451584815979,3.4451584815979,-76.4288563889999,3.601171466
"281",5.23076915740967,2.68561482429504,2.68561482429504,-76.4270545869999,3.601171466
"282",5.8461537361145,2.84161400794983,2.84161400794983,-76.4252527849999,3.601171466
"283",5.8461537361145,2.85513186454773,2.85513186454773,-76.4234509829999,3.601171466
"284",5.23076915740967,3.78511786460876,3.78511786460876,-76.4216491809999,3.601171466
"285",5.23076915740967,3.60529708862305,3.60529708862305,-76.4198473789998,3.601171466
"286",5.23076915740967,4.09286451339722,4.09286451339722,-76.4180455769998,3.601171466
"287",5.23076915740967,3.62592053413391,3.62592053413391,-76.4162437749998,3.601171466
"288",5.23076915740967,3.15963745117188,3.15963745117188,-76.4144419729998,3.601171466
"289",5.53846120834351,2.97239923477173,2.97239923477173,-76.4126401709998,3.601171466
"290",5.53846120834351,3.17275714874268,3.17275714874268,-76.4108383689998,3.601171466
"291",5.8461537361145,3.39873576164246,3.39873576164246,-76.4090365669998,3.601171466
"292",5.8461537361145,4.08226537704468,4.08226537704468,-76.4072347649998,3.601171466
"293",5.8461537361145,5.48118209838867,5.48118209838867,-76.4054329629998,3.601171466
"294",6.76923084259033,7.2164740562439,7.2164740562439,-76.4036311609998,3.601171466
"295",6.76923084259033,7.42648363113403,7.42648363113403,-76.4018293589998,3.601171466
"296",9.23076915740967,7.58702278137207,7.58702278137207,-76.4000275569998,3.601171466
"297",9.23076915740967,7.47247409820557,7.47247409820557,-76.3982257549998,3.601171466
"298",9.23076915740967,7.33430862426758,7.33430862426758,-76.3964239529998,3.601171466
"299",9.23076915740967,7.0345983505249,7.0345983505249,-76.3946221509998,3.601171466
"300",9.23076915740967,10.0845041275024,10.0845041275024,-76.3928203489998,3.601171466
"301",8.61538410186768,10.0323076248169,10.0323076248169,-76.3910185469998,3.601171466
"302",8.61538410186768,4.25156879425049,4.25156879425049,-76.3892167449998,3.601171466
"303",7.38461542129517,3.55232071876526,3.55232071876526,-76.3874149429998,3.601171466
"304",7.38461542129517,3.44458675384521,3.44458675384521,-76.3856131409998,3.601171466
"305",5.8461537361145,4.07310342788696,4.07310342788696,-76.3838113389998,3.601171466
"306",5.8461537361145,5.11068344116211,5.11068344116211,-76.3820095369998,3.601171466
"307",5.8461537361145,11.182333946228,11.182333946228,-76.3802077349998,3.601171466
"308",4.92307710647583,11.1358814239502,11.1358814239502,-76.3784059329998,3.601171466
"309",4.92307710647583,4.88761758804321,4.88761758804321,-76.3766041309998,3.601171466
"310",4.61538457870483,4.92297506332397,4.92297506332397,-76.3748023289998,3.601171466
"311",4.61538457870483,4.651686668396,4.651686668396,-76.3730005269998,3.601171466
"312",4.92307710647583,5.57941389083862,5.57941389083862,-76.3711987249998,3.601171466
"313",4.92307710647583,5.17175960540771,5.17175960540771,-76.3693969229998,3.601171466
"314",4.92307710647583,3.52608585357666,3.52608585357666,-76.3675951209998,3.601171466
"315",4.92307710647583,3.44370865821838,3.44370865821838,-76.3657933189998,3.601171466
"316",4.92307710647583,2.43978476524353,2.43978476524353,-76.3639915169998,3.601171466
"317",4.61538457870483,2.2941198348999,2.2941198348999,-76.3621897149998,3.601171466
"318",4.61538457870483,1.54283404350281,1.54283404350281,-76.3603879129998,3.601171466
"319",5.53846120834351,1.33897542953491,1.33897542953491,-76.3585861109998,3.601171466
"320",5.53846120834351,1.30932378768921,1.30932378768921,-76.3567843089997,3.601171466
"321",5.53846120834351,1.24084091186523,1.24084091186523,-76.3549825069997,3.601171466
"322",5.53846120834351,1.19589459896088,1.19589459896088,-76.3531807049997,3.601171466
"323",5.53846120834351,1.10624420642853,1.10624420642853,-76.3513789029997,3.601171466
"324",5.23076915740967,1.10209500789642,1.10209500789642,-76.3495771009997,3.601171466
"325",5.23076915740967,1.14293336868286,1.14293336868286,-76.3477752989997,3.601171466
"326",5.53846120834351,1.12226450443268,1.12226450443268,-76.3459734969997,3.601171466
"327",5.53846120834351,1.15530574321747,1.15530574321747,-76.3441716949997,3.601171466
"328",5.53846120834351,1.12069630622864,1.12069630622864,-76.3423698929997,3.601171466
"329",5.53846120834351,1.16330146789551,1.16330146789551,-76.3405680909997,3.601171466
"330",5.53846120834351,1.19105303287506,1.19105303287506,-76.3387662889997,3.601171466
"331",5.53846120834351,1.23573875427246,1.23573875427246,-76.3369644869997,3.601171466
"332",5.53846120834351,1.23124158382416,1.23124158382416,-76.3351626849997,3.601171466
"333",4.61538457870483,1.22345042228699,1.22345042228699,-76.3333608829997,3.601171466
"334",4.61538457870483,1.22421669960022,1.22421669960022,-76.3315590809997,3.601171466
"335",4.30769205093384,1.16566133499146,1.16566133499146,-76.3297572789997,3.601171466
"336",4.30769205093384,1.15312016010284,1.15312016010284,-76.3279554769997,3.601171466
"337",4.30769205093384,1.15409696102142,1.15409696102142,-76.3261536749997,3.601171466
